,portfolio,month,year,Source,Generation
1542,1,3,2019,weather_adj,18.58
1543,1,4,2019,weather_adj,33.55
1544,1,5,2019,weather_adj,35.29
1545,1,6,2019,weather_adj,41.33
1546,1,7,2019,weather_adj,46.06
1547,1,8,2019,weather_adj,41.88
1548,1,9,2019,weather_adj,27.13
1549,1,10,2019,weather_adj,22.17
1550,1,11,2019,weather_adj,7.17
1551,1,12,2019,weather_adj,1.17
1552,1,1,2019,weather_adj,2.6
1553,1,2,2019,weather_adj,1.11
1554,1,3,2019,weather_adj,10.89
1555,1,4,2019,weather_adj,26.62
1556,1,5,2019,weather_adj,31.76
1557,1,6,2019,weather_adj,41.13
1558,1,7,2019,weather_adj,47.28
1559,1,8,2019,weather_adj,41.53
1560,1,9,2019,weather_adj,26.24
1561,1,10,2019,weather_adj,21.65
1562,1,11,2019,weather_adj,3.18
1563,1,12,2019,weather_adj,2.7
1564,1,1,2019,weather_adj,1.63
1565,1,2,2019,weather_adj,0.0
1566,1,3,2019,weather_adj,3.75
1567,1,4,2019,weather_adj,30.41
1568,1,5,2019,weather_adj,36.08
1569,1,6,2019,weather_adj,40.35
1570,1,7,2019,weather_adj,50.62
1571,1,8,2019,weather_adj,45.96
1572,1,9,2019,weather_adj,25.63
1573,1,10,2019,weather_adj,22.22
1574,1,11,2019,weather_adj,7.13
1575,1,12,2019,weather_adj,1.25
1576,1,1,2019,weather_adj,11.91
1577,1,2,2019,weather_adj,12.9
1578,1,3,2019,weather_adj,31.24
1579,1,4,2019,weather_adj,26.86
1580,1,5,2019,weather_adj,36.36
1581,1,6,2019,weather_adj,44.28
1582,1,7,2019,weather_adj,45.32
1583,1,8,2019,weather_adj,43.89
1584,1,9,2019,weather_adj,29.05
1585,1,10,2019,weather_adj,26.71
1586,1,11,2019,weather_adj,13.14
1587,1,12,2019,weather_adj,10.49
1588,1,1,2019,weather_adj,9.89
1589,1,2,2019,weather_adj,16.22
1590,1,3,2019,weather_adj,29.66
1591,1,4,2019,weather_adj,29.55
1592,1,5,2019,weather_adj,36.61
1593,1,6,2019,weather_adj,39.29
1594,1,7,2019,weather_adj,41.13
1595,1,8,2019,weather_adj,43.21
1596,1,9,2019,weather_adj,35.22
1597,1,10,2019,weather_adj,24.48
1598,1,11,2019,weather_adj,10.98
1599,1,12,2019,weather_adj,6.97
1600,1,1,2019,weather_adj,11.41
1601,1,2,2019,weather_adj,11.64
1602,1,3,2019,weather_adj,30.86
1603,1,4,2019,weather_adj,33.98
1604,1,5,2019,weather_adj,35.65
1605,1,6,2019,weather_adj,31.73
1606,1,7,2019,weather_adj,45.24
1607,1,8,2019,weather_adj,44.27
1608,1,9,2019,weather_adj,29.29
1609,1,10,2019,weather_adj,28.46
1610,1,11,2019,weather_adj,12.1
1611,1,12,2019,weather_adj,15.2
1612,1,1,2019,weather_adj,10.95
1613,1,2,2019,weather_adj,13.7
1614,1,3,2019,weather_adj,30.54
1615,1,4,2019,weather_adj,33.65
1616,1,5,2019,weather_adj,34.85
